網址,工作名稱,工作標籤,關鍵字,date
https://www.104.com.tw/job/7yh5x?app_jobsource=m_time4jobs&jobsource=new_map,CRM Specialist 電商客戶服務專員-台中市,AI 工程師,"AI,Excel,https,品質,圖,擴展性,監控,策略,管道,自動化,電商",2026-03-09
https://www.104.com.tw/job/8smga?app_jobsource=m_time4jobs&jobsource=new_map,電腦工程師(台中),軟體工程師,,2026-03-09
https://www.104.com.tw/job/83drj?app_jobsource=m_time4jobs&jobsource=new_map,技術支援助理工程師,UX 設計師,"Excel,Linux,PowerPoint,Vmware,Word,文件",2026-03-09
https://www.104.com.tw/job/8qa9x?app_jobsource=m_time4jobs&jobsource=new_map,Vue 網頁前端工程師,前端工程師,"API,CSS,Git,HTML,Vue,前端,後端,模組,模組化,軟體",2026-03-09
https://www.104.com.tw/job/8xgsp?app_jobsource=m_time4jobs&jobsource=new_map,.NET 後端系統工程師,前端工程師,".NET,.NET Core,.NET Framework,AI,API,Angular,Blazor,C#,Docker,Framework,Git,HTML,LINQ,MySQL,React,SQL,Visual Studio,Vue,WinForms,前端,圖,後端,效能,文件,模組,模組化,自動化,資料庫,軟體,重構",2026-03-09
https://www.104.com.tw/job/8iveh?app_jobsource=m_time4jobs&jobsource=new_map,後端工程師,前端工程師,"CSS,Framework,HTML5,Hibernate,JQuery,Java,JavaScript,Json,Nosql,Redis,Restful,Spring,git,gradle,junit,maven,mysql,前端,後端,模組,模組化,自動化,資料庫",2026-03-09
https://www.104.com.tw/job/8n7we?app_jobsource=m_time4jobs&jobsource=new_map,PC-BASED程式 軟體設計工程師,軟體工程師,"C#,PC-BASED,Visual Studio,模組,自動化,軟體",2026-03-09
https://www.104.com.tw/job/6zmcz?app_jobsource=m_time4jobs&jobsource=new_map,自動控制工程師 PLC/HMI/SCADA Automation Engineer (歡迎工程背景新鮮人),軟韌體測試工程師,"Factory,HMI,Mitsubishi,Omron,PC-based,PLC,Rockwell ,SCADA,Siemens,documentation,software,介面,自動化,軟體",2026-03-09
https://www.104.com.tw/job/7aumw?app_jobsource=m_time4jobs&jobsource=new_map,前端工程師,前端工程師,"Angular,MySQL,PHP,React,SQL,Vue,前端,後端,框架,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/7bz5w?app_jobsource=m_time4jobs&jobsource=new_map,Android Developer 安卓App軟體工程師 (台中),後端工程師,"API,Android,Git,HTTP,Java,Kotlin,Restful,後端,軟體",2026-03-09
https://www.104.com.tw/job/8nv1z?app_jobsource=m_time4jobs&jobsource=new_map,IT工程師 IT Technician Engineer,AI 工程師,"documentation,performance,software,solid,效能,文件,監控,自動化,軟體",2026-03-09
https://www.104.com.tw/job/8u1xv?app_jobsource=m_time4jobs&jobsource=new_map,客戶服務工程師,Android 工程師,"Android,iOS,圖,軟體",2026-03-09
https://www.104.com.tw/job/8z4mb?app_jobsource=m_time4jobs&jobsource=new_map,醫療資訊系統研發與維運工程師_中部地區,全端工程師,"API,JSON,Java,Linux,MySQL,Nginx,Oracle,RESTful,SQL,SQL Server,Spring,Tomcat,VMware,XML,中介軟體,介面,全端,文件,最佳化,框架,狀態,監控,虛擬化,資料庫,軟體,部署",2026-03-09
https://www.104.com.tw/job/7x7w0?app_jobsource=m_time4jobs&jobsource=new_map,物聯網系統整合工程師,AI 工程師,"API,Ai,Git,RESTful,TCP/IP,Troubleshooting,Vmware,介面,大數據,模型,物聯網,自動化,軟體",2026-03-09
https://www.104.com.tw/job/85jd5?app_jobsource=m_time4jobs&jobsource=new_map,RD維運工程師,UX 設計師,"AWS,Azure,Docker,GCP,Linux,PHP,Python,容器,軟體",2026-03-09
https://www.104.com.tw/job/744gt?app_jobsource=m_time4jobs&jobsource=new_map,PHP開發工程師 (Laravel),UX 設計師,"AJAX,API,Git,JavaScript,Laravel,Linux,MySQL,PHP,SQL,命令,框架,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/6cqnr?app_jobsource=m_time4jobs&jobsource=new_map,資深軟體工程師｜主導核心系統開發，打造智慧物流新標準,軟體工程師,".NET,.NET Core,API,ASP,ASP.NET,C#,Code Review,Git,JavaScript,MySQL,SQL,可維護性,品質,效能,文件,模組,物件導向,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/8wpeo?app_jobsource=m_time4jobs&jobsource=new_map,PC 軟體工程師,後端工程師,".net,Branch,C#,C++,後端,效能,軟體",2026-03-09
https://www.104.com.tw/job/8t3wg?app_jobsource=m_time4jobs&jobsource=new_map,智慧製造_智能製造系統_系統設計師(SD)(台中),軟體工程師,".Net,ASP,ASP.Net,Angular,C#,C++,CSS,HTML,Java,MySQL,PostgreSQL,Python,SQL,SQL server,Spring,https,jQuery,javascript,oracle,介面,品質,圖,工廠,效能,模組,模組化,自動化,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/6dbbf?app_jobsource=m_time4jobs&jobsource=new_map,系統整合工程師(台中),UX 設計師,"Linux,VMware,虛擬化,認證",2026-03-09
https://www.104.com.tw/job/8iq72?app_jobsource=m_time4jobs&jobsource=new_map,IT資訊工程師,UX 設計師,".NET,ASP,ASP.NET,C#,Java,Linux,Node.js,Oracle,PostgreSQL,Power BI,Python,SQL,Tableau,XML,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/87o9z?app_jobsource=m_time4jobs&jobsource=new_map,電控工程師,軟體工程師,"C#,C++,HMI,PLC,Python,嵌入式系統,自動化",2026-03-09
https://www.104.com.tw/job/3dd4c?app_jobsource=m_time4jobs&jobsource=new_map,遊戲程式設計人員,軟體工程師,"3D,ActionScript,C#,FLASH,Illustrator,Photoshop,Unity,軟體",2026-03-09
https://www.104.com.tw/job/8i452?app_jobsource=m_time4jobs&jobsource=new_map,資安技術支援工程師(台中/FreeBSD/Linux),UX 設計師,"Linux,Vmware",2026-03-09
https://www.104.com.tw/job/8w9i3?app_jobsource=m_time4jobs&jobsource=new_map,Unity 開發工程師,後端工程師,"3D,API,C#,RESTful,Unity,iOS,品質,後端,效能,模型,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/8mt7r?app_jobsource=m_time4jobs&jobsource=new_map,MIS/資通網管師,網頁設計師,"ASP,Ajax,CSS,HTML5,Illustrator,JQuery,Java,Javascript,MySQL,PHP,Photoshop,Spring,XML,效能,框架,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/8mwpn?app_jobsource=m_time4jobs&jobsource=new_map,資深數據工程師,軟體工程師,".NET,.NET CORE,ASP,ASP.NET,C#,Java,SQL,SQL Server,效能,標籤,模型,自動化,資料庫,資料結構",2026-03-09
https://www.104.com.tw/job/8ps27?app_jobsource=m_time4jobs&jobsource=new_map,Java程式設計師[台中],UX 設計師,"AJAX,HTML,Java,Linux,MySQL,Object Oriented,SQL,Unix,XML,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/8uzvm?app_jobsource=m_time4jobs&jobsource=new_map,GIS地理資訊軟體開發工程師_A02,軟體工程師,".NET,.Net Framework,ASP,ASP.NET,Framework,JavaScript,SQL,SQL Server,jQuery,文件,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/7ywt6?app_jobsource=m_time4jobs&jobsource=new_map,導航軟體工程師 Navigation,UX 設計師,"C++,Linux,Python,品質,圖,模擬,演算法,無人車,軟體,追蹤",2026-03-09
https://www.104.com.tw/job/8u0hy?app_jobsource=m_time4jobs&jobsource=new_map,資訊助理,Android 工程師,"Android,iOS,圖,軟體",2026-03-09
https://www.104.com.tw/job/8gd95?app_jobsource=m_time4jobs&jobsource=new_map,硬體助理工程師/電子工程師,軟體工程師,"CAD,軟體",2026-03-09
https://www.104.com.tw/job/5l1vt?app_jobsource=m_time4jobs&jobsource=new_map,BMC/Embedded Linux/RTOS 資深軟韌體工程師 - 台中,UX 設計師,"Assembly,C++,HTML5,Java,Linux,Solid,firmware,shell,shell script,software,軟體",2026-03-09
https://www.104.com.tw/job/8qpkc?app_jobsource=m_time4jobs&jobsource=new_map,硬韌體助理工程師,軟體工程師,"整合測試,文件,軟體",2026-03-09
https://www.104.com.tw/job/8pagk?app_jobsource=m_time4jobs&jobsource=new_map,維護工程師-台中,軟體工程師,"Excel,Word",2026-03-09
https://www.104.com.tw/job/86cj0?app_jobsource=m_time4jobs&jobsource=new_map,網管工程師(另有值班津貼),UX 設計師,"TCP/IP,linux,監控",2026-03-09
https://www.104.com.tw/job/7po25?app_jobsource=m_time4jobs&jobsource=new_map,助理測試工程師,UX 設計師,"Linux,TCP/IP,Wireshark,整合測試,框架,自動化,資料庫,軟體,追蹤",2026-03-09
https://www.104.com.tw/job/74b4m?app_jobsource=m_time4jobs&jobsource=new_map,專案管理顧問師(台中),AI 工程師,"AI,LLM,Machine Learning,Oracle,Python,SQL,原型,品質,圖,工廠,模型,機器學習,自動化,軟體,追蹤",2026-03-09
https://www.104.com.tw/job/7vuwf?app_jobsource=m_time4jobs&jobsource=new_map,影像處理工程師(AI開發組),AI 工程師,"AI,C++,Python,影像處理,文件,模型,演算法,軟體",2026-03-09
https://www.104.com.tw/job/73e0u?app_jobsource=m_time4jobs&jobsource=new_map,SEO 工程師,軟體工程師,"CSS,HTML,Javascript,PHP,SEO,Wordpress,jQuery,軟體,追蹤,部署",2026-03-09
https://www.104.com.tw/job/8yze2?app_jobsource=m_time4jobs&jobsource=new_map,Infra工程師,UX 設計師,"Ansible,CI/CD,Docker,GCP,Grafana,Linux,Prometheus,Terraform,Ubuntu,容器,效能,日誌,監控,自動化,追蹤,部署",2026-03-09
https://www.104.com.tw/job/7estk?app_jobsource=m_time4jobs&jobsource=new_map,紙器業ERP軟體客服人員,軟體工程師,"Excel,PowerPoint,Word,軟體",2026-03-09
https://www.104.com.tw/job/3mzf4?app_jobsource=m_time4jobs&jobsource=new_map,客服技術專員(月薪32K+獎金平均每月4千~2萬不等),軟體工程師,,2026-03-09
https://www.104.com.tw/job/8xw4k?app_jobsource=m_time4jobs&jobsource=new_map,程式設計師(台中/全職),軟體工程師,"Visual Studio,模組,模組化,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/8az7c?app_jobsource=m_time4jobs&jobsource=new_map,【臺中總公司】Android 程式設計師,後端工程師,"API,Android,JAVA,Kotlin,圖,後端,模組,軟體",2026-03-09
https://www.104.com.tw/job/8u3q8?app_jobsource=m_time4jobs&jobsource=new_map,infra網管工程師,UX 設計師,"IIS,Linux,VMware,監控",2026-03-09
https://www.104.com.tw/job/8yokd?app_jobsource=m_time4jobs&jobsource=new_map,AI工程師,全端工程師,"AI,GitHub,全端,後端,軟體",2026-03-09
https://www.104.com.tw/job/88nde?app_jobsource=m_time4jobs&jobsource=new_map,【台中】Sr.PHP Laravel Developer後端工程師-C04J,後端工程師,"AI,API,CSS,Git,HTML,IoT,Laravel,MVC,MySQL,PHP,Queue,RESTful,後端,文件,框架,物件導向,資料庫,軟體,重構,電商",2026-03-09
https://www.104.com.tw/job/8waus?app_jobsource=m_time4jobs&jobsource=new_map,產品前端工程師,前端工程師,"AI,API,CSS,Flutter,Git,GitHub,GitLab,HTML,JSON,JavaScript,LLM,RESTful,RWD,React,React Native,TypeScript,Vue,介面,介面設計,前端,後端,效能,框架,模型,模組,資料視覺化,軟體",2026-03-09
https://www.104.com.tw/job/8jj0a?app_jobsource=m_time4jobs&jobsource=new_map,Python工程師,AI 工程師,"AI,API,Git,HTML,Linux,MySQL,NumPy,Pandas,PyTorch,Python,SQL,SciPy,Scikit-learn,Shell,機器學習,演算法,軟體",2026-03-09
https://www.104.com.tw/job/6pvuj?app_jobsource=m_time4jobs&jobsource=new_map,系統工程師(台中),iOS 工程師,"Linux,Oracle,SQL,SQL Server,SSO,Unix,資料庫,追蹤",2026-03-09
https://www.104.com.tw/job/6guqh?app_jobsource=m_time4jobs&jobsource=new_map,BIOS 資深工程師 - 台中,iOS 工程師,"Assembly,C++,Excel,FIRMWARE,PowerPoint,Word,組合,組合語言,軟體",2026-03-09
https://www.104.com.tw/job/8yil8?app_jobsource=m_time4jobs&jobsource=new_map,Android/iOS 跨平台工程師,Android 工程師,"Android,Kotlin,iOS,文件,軟體,部署",2026-03-09
https://www.104.com.tw/job/8w6tu?app_jobsource=m_time4jobs&jobsource=new_map,資訊部 物聯網工程師(台中),軟體工程師,"AWS,Azure,HTTP,IoT,MQTT,Python,TCP/IP,效能,文件,演算法,物聯網,管道,軟體",2026-03-09
https://www.104.com.tw/job/5ljg4?app_jobsource=m_time4jobs&jobsource=new_map,ASP.NET程式設計師(台中),軟體工程師,".NET,ASP,ASP.NET,C#,CSS,JavaScript,SQL,軟體",2026-03-09
https://www.104.com.tw/job/7diqh?app_jobsource=m_time4jobs&jobsource=new_map,資訊人員,軟體工程師,"Excel,Illustrator,MySQL,Photoshop,PowerPoint,SQL,Word,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/8u3pl?app_jobsource=m_time4jobs&jobsource=new_map,資深軟體工程師,軟體工程師,"C++,MySQL,Oracle,PHP,SQL,Visual Studio,介面,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/8wsxb?app_jobsource=m_time4jobs&jobsource=new_map,智慧製造_智能製造系統_前端工程師(（Vue 3 / 平台型系統),前端工程師,".NET,API,Module,TypeScript,Vite,Vue,jQuery,依賴,前端,效能,模組,模組化,發布,策略,部署",2026-03-09
https://www.104.com.tw/job/809nt?app_jobsource=m_time4jobs&jobsource=new_map,前端工程師 Frontend Engineer｜AI知識庫｜醫療系統｜政府專案｜React / Vue,前端工程師,".NET,.NET Core,AI,API,ASP,ASP.NET,Bootstrap,CSS,Figma,Framework,Frontend,Git,HTML5,JavaScript,RESTful,RWD,React,TypeScript,Visual Studio,Vue,Vuetify,jQuery,介面,前端,品質,後端,搜尋,效能,框架,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/7er7q?app_jobsource=m_time4jobs&jobsource=new_map,系統維運工程師*薪優*,UX 設計師,"AWS,Linux,MySQL,TCP/IP,docker,容器,監控,資料庫,部署",2026-03-09
https://www.104.com.tw/job/8r9wg?app_jobsource=m_time4jobs&jobsource=new_map,電腦維護/資通網站管理師,軟體工程師,"效能,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/8u1y0?app_jobsource=m_time4jobs&jobsource=new_map,行政技術助理,Android 工程師,"Android,iOS,圖,軟體",2026-03-09
https://www.104.com.tw/job/7yvsv?app_jobsource=m_time4jobs&jobsource=new_map,軟體工程師｜打造物流數位轉型的關鍵技術力,軟體工程師,".NET,API,ASP,ASP.NET,C#,Git,SQL,可讀性,品質,單元測試,效能,文件,框架,模組,模組化,物件導向,資料庫,資料結構,軟體",2026-03-09
https://www.104.com.tw/job/76enj?app_jobsource=m_time4jobs&jobsource=new_map,軟體工程師,UX 設計師,"C++,Linux,Matlab,Visual Studio,圖,嵌入式系統,演算法,軟體",2026-03-09
https://www.104.com.tw/job/88xwc?app_jobsource=m_time4jobs&jobsource=new_map,System Analyst 軟體系統分析師,後端工程師,"API,Android,iOS,圖,後端,文件,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/8opvf?app_jobsource=m_time4jobs&jobsource=new_map,RD_MLOps,AI 工程師,"AI,API,Container,Docker,PyTorch,Python,套件,封裝,模型,模組,機器學習,演算法,軟體,部署",2026-03-09
https://www.104.com.tw/job/8y4wz?app_jobsource=m_time4jobs&jobsource=new_map,系統技術助理工程師 (伺服器技術助理工程師),AI 工程師,"CentOS,Debian,Excel,Linux,PowerPoint,Ubuntu,Vmware,Word,品質",2026-03-09
https://www.104.com.tw/job/8qcty?app_jobsource=m_time4jobs&jobsource=new_map,前端設計師,全端工程師,"CSS,HTML,JavaScript,jQuery,全端,前端,後端,軟體",2026-03-09
https://www.104.com.tw/job/7xofu?app_jobsource=m_time4jobs&jobsource=new_map,資安工程師(中部),軟體工程師,軟體,2026-03-09
https://www.104.com.tw/job/5ekka?app_jobsource=m_time4jobs&jobsource=new_map,UI/UX Designer(S1)-台中,AI 工程師,"AI,CSS,Html,Illustrator,JavaScript,Photoshop,Prototype,SASS,SCSS,Sketch,VUE,Wireframe,http,介面,影像處理,模組,模組化,認證,軟體",2026-03-09
https://www.104.com.tw/job/886s7?app_jobsource=m_time4jobs&jobsource=new_map,資深系統分析師 - 台中,後端工程師,"AWS,Angular,Azure,Bitbucket,Code Review,GCP,Git,Github,JAVA,Jenkins,Spring,後端,微服務,提交,認證,資料庫,軟體,部署",2026-03-09
https://www.104.com.tw/job/6cs3w?app_jobsource=m_time4jobs&jobsource=new_map,APP系統工程師(台中市),網頁設計師,"API,C#,JSON,Java,MySQL,Objective-C,REST,SQL,SWIFT,framework,library,介面,效能,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/8gbgt?app_jobsource=m_time4jobs&jobsource=new_map,【資訊專才】應用系統開發工程師(台中)_I00009854,全端工程師,"Android,CSS,Code Review,Git,HTML,JSP,Java,JavaScript,Junit,Kotlin,MVC,Mac,Node.js,Objective-C,PostgreSQL,SQL,SWIFT,Sass,Spring,Tomcat,Vue,XML,iOS,jQuery,全端,品質,壓力測試,框架,演算法,資料庫,資料結構,軟體,追蹤",2026-03-09
https://www.104.com.tw/job/8bie4?app_jobsource=m_time4jobs&jobsource=new_map,【ReMo】台中 - Flutter 工程師,Android 工程師,"API,Android,CSS,Flutter,Git,HTML,JavaScript,Linux,MySQL,PHP,RESTful,Vue,iOS,jQuery,webpack,整合測試,框架,軟體,部署",2026-03-09
https://www.104.com.tw/job/8oj6d?app_jobsource=m_time4jobs&jobsource=new_map,資訊專員,軟體工程師,"虛擬化,軟體",2026-03-09
https://www.104.com.tw/job/8uil3?app_jobsource=m_time4jobs&jobsource=new_map,系統工程師 (台中_國稅局)【專案】,UX 設計師,"Docker,LINUX,Oracle,SQL,SQL Server,UNIX,vmware,虛擬化,資料庫",2026-03-09
https://www.104.com.tw/job/85es0?app_jobsource=m_time4jobs&jobsource=new_map,高級軟/韌體工程師,軟體工程師,"C#,C++,SSL,TLS,品質,圖,嵌入式系統,授權,效能,文件,認證,軟體",2026-03-09
https://www.104.com.tw/job/8jesz?app_jobsource=m_time4jobs&jobsource=new_map,RD-資深前端工程師 Senior Frontend Engineer（工作地點：台中）,前端工程師,"API,CSS,Frontend,Git,HTML,Javascript,Linux,RWD,Rails,React,Redux,Vue,Webpack,前端,後端,效能,文件,框架,自動化,軟體,追蹤",2026-03-09
https://www.104.com.tw/job/6xv35?app_jobsource=m_time4jobs&jobsource=new_map,AIoT 應用軟體工程師,AI 工程師,"AI,API,Linux,MQTT,MySQL,PHP,Python,套件,模型,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/8rbbr?app_jobsource=m_time4jobs&jobsource=new_map,資訊中心專員,UX 設計師,"Linux,ORACLE,ORACLE DB,VMware,資料庫",2026-03-09
https://www.104.com.tw/job/8wu3d?app_jobsource=m_time4jobs&jobsource=new_map,"台中SI人員-F15半導體廠及台中各半導體廠(無經驗可!!!急需,急需,急需)",軟韌體測試工程師,"Excel,PowerPoint,Word,整合測試,模組,管道,自動化,軟體",2026-03-09
https://www.104.com.tw/job/8cl7y?app_jobsource=m_time4jobs&jobsource=new_map,PLC軟體工程師,軟體工程師,"HMI,PLC,軟體",2026-03-09
https://www.104.com.tw/job/8u1xx?app_jobsource=m_time4jobs&jobsource=new_map,技術顧問助理,Android 工程師,"Android,iOS,圖,軟體",2026-03-09
https://www.104.com.tw/job/4gi8f?app_jobsource=m_time4jobs&jobsource=new_map,大數據丶AI軟體工程師,AI 工程師,"AI,LLM,Linux,大數據,演算法,軟體",2026-03-09
https://www.104.com.tw/job/88028?app_jobsource=m_time4jobs&jobsource=new_map,技術服務工程師(台中),軟體工程師,"Azure,SQL,Vmware,https,php,加密,管道,虛擬化,認證,軟體,部署,雲端運算",2026-03-09
https://www.104.com.tw/job/8a5ny?app_jobsource=m_time4jobs&jobsource=new_map,前端工程師,全端工程師,"AWS,Azure,CSS,Docker,Git,Github,HTML,JavaScript,Linux,MySQL,Node.js,React,全端,前端,文件,框架,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/8yg0j?app_jobsource=m_time4jobs&jobsource=new_map,LS-台中科技公司-IT/SRE/Devops (技術扎實、環境漂亮、氛圍和諧),軟體工程師,"CDN,Devops,GCP,SQL,SRE,可靠性,告警,擴展性,日誌,監控,軟體",2026-03-09
https://www.104.com.tw/job/8bqof?app_jobsource=m_time4jobs&jobsource=new_map,IT大數據分析師,軟體工程師,".NET,ASP,ASP.NET,C#,Git,Github,HTML,Java,JavaScript,Oracle,PHP,Power BI,Python,Tableau,圖,大數據,軟體,追蹤",2026-03-09
https://www.104.com.tw/job/65s6o?app_jobsource=m_time4jobs&jobsource=new_map,IOS APP 開發工程師＊薪優,iOS 工程師,"API,Git,HTTP,IOS,Objective-C,Restful,SDK,Swift,XCode,軟體",2026-03-09
https://www.104.com.tw/job/8uqih?app_jobsource=m_time4jobs&jobsource=new_map,Java SA 系統分析師 (PS2A0),軟體工程師,"Java,Spring,Vue,品質,文件,框架,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/8vvgy?app_jobsource=m_time4jobs&jobsource=new_map,(資深與高級)-前端工程師,前端工程師,"API,Angular,Bootstrap,CSS,Node.js,Python,React,Tailwind,TypeScript,Vue,WebSocket,前端,圖,框架,演算法,監控,資料視覺化,軟體,響應式設計",2026-03-09
https://www.104.com.tw/job/81dkf?app_jobsource=m_time4jobs&jobsource=new_map,Odoo ERP(Python)軟體工程師(台中),前端工程師,"API,C#,CSS,Code Review,Git,Github,HTML,Java,JavaScript,Linux,Odoo,Oracle,PHP,PostgreSQL,Python,SQL,前端,品質,單元測試,文件,框架,模組,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/83g92?app_jobsource=m_time4jobs&jobsource=new_map,Flutter－工程師(Android/iOS)＊薪優,前端工程師,"AI,API,Android,Flutter,Git,HTTP,Restful,iOS,svn,前端,模型,狀態,軟體",2026-03-09
https://www.104.com.tw/job/8iewp?app_jobsource=m_time4jobs&jobsource=new_map,資深前端工程師,前端工程師,"AI,AJAX,Bootstrap,CSS,Figma,Git,GitHub,GitLab,HTML,Javascript,RWD,SASS,SCSS,Three JS,Vue,jQuery,前端,後端,框架,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/2u0a8?app_jobsource=m_time4jobs&jobsource=new_map,軟體設計工程師(台中),網頁設計師,".NET,.NET Core,ASP,ASP.NET,Bootstrap,C#,Entity Framework,Framework,JQuery,MVC,ORACLE,SPA,SQL,Visual Studio,Vue,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/70t0f?app_jobsource=m_time4jobs&jobsource=new_map,資訊專案經理,軟體工程師,"EXCEL,POWERPOINT,WORD,文件,策略,軟體",2026-03-09
https://www.104.com.tw/job/8y6lz?app_jobsource=m_time4jobs&jobsource=new_map,車用電控系統工程師,軟體工程師,"C++,Matlab,Python,文件,模擬,演算法,軟體",2026-03-09
https://www.104.com.tw/job/8uf9l?app_jobsource=m_time4jobs&jobsource=new_map,遊戲設計師 / Game Designer,軟體工程師,"Excel,PowerPoint,Unreal,圖,影像處理,文件,樹,迭代",2026-03-09
https://www.104.com.tw/job/7nhvc?app_jobsource=m_time4jobs&jobsource=new_map,台中網路資安工程師(Cisco/HPE/Aruba),軟體工程師,"TCP/IP,troubleshooting,品質,管道,虛擬化",2026-03-09
https://www.104.com.tw/job/6iagj?app_jobsource=m_time4jobs&jobsource=new_map,軟體工程師,Android 工程師,"AI,Android,Eclipse,JSP,Java,JavaScript,Oracle,SQL,SQL Server,Xcode,iOS,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/39995?app_jobsource=m_time4jobs&jobsource=new_map,前端工程師 Front-End Developer,前端工程師,"AJAX,CSS,ES6,Git,HTML,JavaScript,Next.js,Node.js,Nuxt.js,RWD,React,React.js,SEO,Sass,Typescript,Vue,https,jQuery,介面,前端,後端,框架,策略,軟體",2026-03-09
https://www.104.com.tw/job/8de9i?app_jobsource=m_time4jobs&jobsource=new_map,軟體工程師 (Python),AI 工程師,"C#,MQTT,MongoDB,OOP,PostgreSQL,Python,SOLID,SQL,SQLite,noSQL,單元測試,圖,模組,模組化,爬蟲,物聯網,軟體",2026-03-09
https://www.104.com.tw/job/6vvwl?app_jobsource=m_time4jobs&jobsource=new_map,前端工程師助理 Front-End Developer Assistant,前端工程師,"AJAX,CSS,ES6,Git,HTML,JavaScript,Node.js,RWD,SEO,Sass,https,jQuery,介面,前端,後端,策略,軟體",2026-03-09
https://www.104.com.tw/job/8oxmg?app_jobsource=m_time4jobs&jobsource=new_map,資深全端工程師(台中市),全端工程師,".net,API,ASP,ASP.NET,C#,Git,Github,IIS,JavaScript,MVC,MySQL,ORACLE,SQL,Visual Studio,Vue,angular,jQuery,react,、Net Core,全端,前端,後端,框架,資料庫,軟體",2026-03-09
https://www.104.com.tw/job/8e63y?app_jobsource=m_time4jobs&jobsource=new_map,平台維運工程師,UX 設計師,"CI/CD,GitHub,GitHub Actions,GitLab,GitLab CI,Grafana,HTTP,Jenkins,Linux,Pipeline,Prometheus,Python,Shell,Shell Script,TCP/IP,VMware,告警,效能,文件,監控,虛擬化,軟體,追蹤,部署",2026-03-09
https://www.104.com.tw/job/7fegp?app_jobsource=m_time4jobs&jobsource=new_map,Web Developer / Junior or Senior,全端工程師,".NET,.NET core,API,ASP,ASP.NET,Angular,C#,CSS,HTML,JSON,Javascript,MVC,Restful,SQL,全端,前端,資料庫,軟體",2026-03-09
